nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	Species
MZ244270	MZ244270_Hebei_mivirus_3	MZ244270_Hebei_mivirus_3	Rhipicephalus turanicus	Rhipicephalus	China	China	2017	8536	MAG: Hebei mivirus 3 isolate HBG358MV RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ516114	MZ516114_Human_orthopneumovirus	MZ516114_Human_orthopneumovirus	Homo sapiens	Homo	Spain	Spain	2019	15284	Human respiratory syncytial virus B isolate SE02-0005-V01, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ202327	MZ202327_Cytorhabdovirus_lactucanecante	MZ202327_Cytorhabdovirus_lactucanecante	Nicotiana glutinosa	Nicotiana	Australia	Australia	NA	12807	Cytorhabdovirus lactucanecante isolate DSMZ PV-0085, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW864604	MW864604_Lariophagus_distinguendus_negative-strand_RNA_virus_1	MW864604_Lariophagus_distinguendus_negative-strand_RNA_virus_1	Lariophagus distinguendus	Lariophagus	China	China	2017	11633	Lariophagus distinguendus negative-strand RNA virus 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BK014298	BK014298_Asclepias_syriaca_virus_1	BK014298_Asclepias_syriaca_virus_1	Asclepias syriaca	Asclepias	NA	NA	NA	13392	TPA_asm: Asclepias syriaca virus 1 N, P, P3, M, G, P6, and L genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW798173	MW798173_Mejal_virus	MW798173_Mejal_virus	Trichobius	Trichobius	Mexico	Mexico	2018	11112	Mejal virus isolate JAL10 nucleoprotein (N), phosphoprotein (P), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW550041	MW550041_Actinidia_cytorhabdovirus_JS27	MW550041_Actinidia_cytorhabdovirus_JS27	Actinidia deliciosa	Actinidia	China	China	2016	13589	Actinidia cytorhabdovirus JS27, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW199241	MW199241_Chuviridae_sp_	MW199241_Chuviridae_sp.	NA	NA	China	China: Yunnan	NA	10782	Chuviridae sp. isolate L4f polymerase, putative glycoprotein, and putative nucleoprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW199242	MW199242_Mononegavirales_sp_	MW199242_Mononegavirales_sp.	Nycteribiidae	Nycteribiidae	China	China: Yunnan	NA	11496	Mononegavirales sp. isolate L8g, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW199243	MW199243_Chuviridae_sp_	MW199243_Chuviridae_sp.	Ixodida	Ixodida	China	China: Yunnan	NA	10746	Chuviridae sp. isolate L1e polymerase gene, partial cds; and putative glycoprotein, ORF3, and ORF4 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW685822	MW685822_Perhabdovirus_perca	MW685822_Perhabdovirus_perca	Perca fluviatilis	Perca	France	France	2020	11434	Perhabdovirus perca isolate 20/43, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW452291	MW452291_Culicidavirus_culicidae	MW452291_Culicidavirus_culicidae	Culicidae	Culicidae	China	China	2018	2395	Wuhan Mosquito Virus 8 strain YX259 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW452297	MW452297_Mononegavirales_sp_	MW452297_Mononegavirales_sp.	Culicidae	Culicidae	China	China	2018	13425	Mononegavirales sp. strain YX518 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW452298	MW452298_Merhavirus_tritaeniorhynchus	MW452298_Merhavirus_tritaeniorhynchus	Culicidae	Culicidae	China	China	2018	11204	Culex tritaeniorhynchus rhabdovirus strain YX204 nucleoprotein, phosphoprotein, matrix protein, glycoprotein, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW452302	MW452302_Wuhan_Mosquito_Virus_9	MW452302_Wuhan_Mosquito_Virus_9	Culicidae	Culicidae	China	China	2018	13671	Wuhan Mosquito Virus 9 strain YX073 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW452303	MW452303_Anphevirus_sp_	MW452303_Anphevirus_sp.	Culicidae	Culicidae	China	China	2018	12701	Anphevirus sp. strain YC899 hypothetical protein, glycoprotein, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW208811	MW208811_Bactrocera_tryoni_rhabdovirus_1	MW208811_Bactrocera_tryoni_rhabdovirus_1	Bactrocera tryoni	Bactrocera	Australia	Australia	2018	11181	Bactrocera tryoni rhabdovirus 1 strain d nucleocapsid, hypothetical protein, matrix protein, outer coat protein, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW561973	MW561973_Liman_tick_virus	MW561973_Liman_tick_virus	Hyalomma rufipes	Hyalomma	Kenya	Kenya	2018	11186	Liman tick virus strain Iftin/H.rufipes/2018 RNA-dependent RNA polymerase, glycoprotein, and nucleoprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT240824	MT240824_Almendravirus_menghai	MT240824_Almendravirus_menghai	NA	NA	China	China	2018	10744	Menghai rhabdovirus isolate GD18003, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT240825	MT240825_Almendravirus_menghai	MT240825_Almendravirus_menghai	NA	NA	China	China	2018	10743	Menghai rhabdovirus isolate GD18004, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT240827	MT240827_Almendravirus_menghai	MT240827_Almendravirus_menghai	NA	NA	China	China	2018	10744	Menghai rhabdovirus isolate GD18008, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT240828	MT240828_Almendravirus_menghai	MT240828_Almendravirus_menghai	NA	NA	China	China	2018	10744	Menghai rhabdovirus isolate GD18010, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW463337	MW463337_Ephemerovirus_febris	MW463337_Ephemerovirus_febris	Bos taurus	Bos	South Africa	South Africa	2008	14883	Bovine ephemeral fever virus isolate RSA/OBP/BEF2008, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW512963	MW512963_Ephemerovirus_febris	MW512963_Ephemerovirus_febris	Bos taurus	Bos	South Africa	South Africa	1973	14876	Bovine ephemeral fever virus isolate RSA/OBP/BEF/LAV, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW291462	MW291462_Siniperhavirus_chuatsi	MW291462_Siniperhavirus_chuatsi	Channa argus	Channa	China	China	2019	11544	Hybrid snakehead virus isolate SHVV-2019, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434100	MW434100_Culicidavirus_quitotaense	MW434100_Culicidavirus_quitotaense	Culex pipiens	Culex	USA	USA: Placer Valley, California	2017	7468	MAG: Culex mosquito virus 4 isolate CMS002_051a_PLCR RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434101	MW434101_Culicidavirus_quitotaense	MW434101_Culicidavirus_quitotaense	Culex pipiens	Culex	USA	USA: Placer Valley, California	2017	7468	MAG: Culex mosquito virus 4 isolate CMS002_057a_PLCR RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434102	MW434102_Culicidavirus_quitotaense	MW434102_Culicidavirus_quitotaense	Culex pipiens	Culex	USA	USA: Placer Valley, California	2017	7470	MAG: Culex mosquito virus 4 isolate CMS002_054a_PLCR RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434103	MW434103_Culicidavirus_quitotaense	MW434103_Culicidavirus_quitotaense	Culex pipiens	Culex	USA	USA: Alameda County, California	2017	7453	MAG: Culex mosquito virus 4 isolate CMS001_044_ALCO RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434104	MW434104_Culicidavirus_quitotaense	MW434104_Culicidavirus_quitotaense	Culex pipiens	Culex	USA	USA: Alameda County, California	2017	7458	MAG: Culex mosquito virus 4 isolate CMS001_059_ALCO RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434767	MW434767_Elisy_virus	MW434767_Elisy_virus	Culex tarsalis	Culex	USA	USA: Coachella Valley, California	2017	13844	MAG: Elisy virus isolate CMS002_032a_COAV genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434768	MW434768_Elisy_virus	MW434768_Elisy_virus	Culex tarsalis	Culex	USA	USA: Alameda County, California	2017	13816	MAG: Elisy virus isolate CMS001_039_ALCO genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434769	MW434769_Merhavirus_merida	MW434769_Merhavirus_merida	Culex tarsalis	Culex	USA	USA: Coachella Valley, California	2017	11789	MAG: Merida virus isolate CMS002_035a_COAV cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434770	MW434770_Merhavirus_merida	MW434770_Merhavirus_merida	Culex tarsalis	Culex	USA	USA: Coachella Valley, California	2017	11778	MAG: Merida virus isolate CMS002_038a_COAV cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434771	MW434771_Merhavirus_merida	MW434771_Merhavirus_merida	Culex tarsalis	Culex	USA	USA: Coachella Valley, California	2017	11785	MAG: Merida virus isolate CMS002_031a_COAV cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434772	MW434772_Merhavirus_merida	MW434772_Merhavirus_merida	Culex tarsalis	Culex	USA	USA: Coachella Valley, California	2017	11788	MAG: Merida virus isolate CMS002_041a_COAV cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434773	MW434773_Merhavirus_merida	MW434773_Merhavirus_merida	Culex tarsalis	Culex	USA	USA: Coachella Valley, California	2017	11781	MAG: Merida virus isolate CMS002_040a_COAV cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434774	MW434774_Stang_virus	MW434774_Stang_virus	Culex erythrothorax	Culex	USA	USA: West Valley, California	2017	13595	MAG: Stang virus isolate CMS002_047a_WVAL genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW434775	MW434775_Stang_virus	MW434775_Stang_virus	Culex erythrothorax	Culex	USA	USA: Placer Valley, California	2017	13637	MAG: Stang virus isolate CMS002_053a_PLCR genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW435012	MW435012_Gylbovirus_aagae	MW435012_Gylbovirus_aagae	Aedes aegypti	Aedes	USA	USA: San Diego County, California	2017	12898	MAG: Aedes anphevirus isolate CMS002_017c_SAND cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW435013	MW435013_Gylbovirus_aagae	MW435013_Gylbovirus_aagae	Aedes aegypti	Aedes	USA	USA: San Diego County, California	2018	12510	MAG: Aedes anphevirus isolate CMS002_018a_SAND cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW435014	MW435014_Gordis_virus	MW435014_Gordis_virus	Culiseta particeps	Culiseta	USA	USA: Alameda County, California	2017	12379	MAG: Gordis virus isolate CMS001_003_ALCO genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW435015	MW435015_Gordis_virus	MW435015_Gordis_virus	Culiseta particeps	Culiseta	USA	USA: Alameda County, California	2017	12372	MAG: Gordis virus isolate CMS001_025_ALCO genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW435016	MW435016_Gordis_virus	MW435016_Gordis_virus	Culiseta particeps	Culiseta	USA	USA: Alameda County, California	2017	12382	MAG: Gordis virus isolate CMS001_008_ALCO genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW435017	MW435017_Gordis_virus	MW435017_Gordis_virus	Culiseta particeps	Culiseta	USA	USA: San Diego County, California	2017	12364	MAG: Gordis virus isolate CMS002_021a_SAND genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW435018	MW435018_Gordis_virus	MW435018_Gordis_virus	Culiseta particeps	Culiseta	USA	USA: San Diego County, California	2017	12362	MAG: Gordis virus isolate CMS002_020d_SAND genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW435019	MW435019_Gordis_virus	MW435019_Gordis_virus	Culiseta particeps	Culiseta	USA	USA: San Diego County, California	2017	12368	MAG: Gordis virus isolate CMS002_020e_SAND genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW435020	MW435020_Gordis_virus	MW435020_Gordis_virus	Culiseta particeps	Culiseta	USA	USA: San Diego County, California	2017	12363	MAG: Gordis virus isolate CMS002_020a_SAND genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW520372	MW520372_Evros_rhabdovirus_2	MW520372_Evros_rhabdovirus_2	Anopheles algeriensis	Anopheles	Greece	Greece:Thrace	2019	6887	MAG: Evros rhabdovirus 2 isolate RB2 cRNA sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT224149	MT224149_Soybean_thrips_negative-stranded_RNA_virus_4	MT224149_Soybean_thrips_negative-stranded_RNA_virus_4	Neohydatothrips variabilis	Neohydatothrips	USA	USA	2018	7486	Soybean thrips negative-stranded RNA virus 4 strain STN1 hypothetical protein gene, partial cds; putative glycoprotein gene, complete cds; and RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT224150	MT224150_Soybean_thrips_chu-like_virus_1	MT224150_Soybean_thrips_chu-like_virus_1	Neohydatothrips variabilis	Neohydatothrips	USA	USA	2018	7386	Soybean thrips chu-like virus 1 strain STN1 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN689395	MN689395_Kenyan_potato_cytorhabdovirus	MN689395_Kenyan_potato_cytorhabdovirus	Solanum tuberosum	Solanum	Kenya	Kenya	2018	13131	Kenyan potato cytorhabdovirus isolate 18-1062, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN689396	MN689396_Kenyan_potato_cytorhabdovirus	MN689396_Kenyan_potato_cytorhabdovirus	Solanum tuberosum	Solanum	Kenya	Kenya	2018	13129	Kenyan potato cytorhabdovirus isolate 18-1088, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN689397	MN689397_Kenyan_potato_cytorhabdovirus	MN689397_Kenyan_potato_cytorhabdovirus	Solanum tuberosum	Solanum	Kenya	Kenya	2018	13123	Kenyan potato cytorhabdovirus isolate 18-1061, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN607592	MN607592_Ledantevirus_taiyi	MN607592_Ledantevirus_taiyi	Rhinolophus sinicus	Rhinolophus	China	China	2007	10933	Taiyi bat virus isolate 958, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN607593	MN607593_Qiongzhong_bat_virus	MN607593_Qiongzhong_bat_virus	Rhinolophus affinis	Rhinolophus	China	China	2007	10868	Qiongzhong bat virus isolate 1127, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN607594	MN607594_Vesiculovirus_yinshui	MN607594_Vesiculovirus_yinshui	Rhinolophus sinicus	Rhinolophus	China	China	2007	10940	Yinshui bat virus isolate 1017, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN607595	MN607595_Vesiculovirus_yinshui	MN607595_Vesiculovirus_yinshui	Rhinolophus sinicus	Rhinolophus	China	China	2017	10952	Yinshui bat virus isolate D170001, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN607597	MN607597_Vesiculovirus_yinshui	MN607597_Vesiculovirus_yinshui	Rhinolophus sinicus	Rhinolophus	China	China	2017	10940	Yinshui bat virus isolate D170190, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW373776	MW373776_Vesiculovirus_indiana	MW373776_Vesiculovirus_indiana	Equus caballus	Equus	USA	USA	2020	11050	Vesicular stomatitis Indiana virus strain IN0720KSE N (N), P (P), M (M), G (G), and L (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW023861	MW023861_Soybean_thrips_rhabdo-like_virus_3	MW023861_Soybean_thrips_rhabdo-like_virus_3	Neohydatothrips variabilis	Neohydatothrips	USA	USA	2018	12697	Soybean thrips rhabdo-like virus 3 strain STN1RV3 putative nucleoprotein, hypothetical protein 1, hypothetical protein 2, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094083	MT094083_Vesicular_stomatitis_virus	MT094083_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Wyoming	2006	11071	Vesicular stomatitis virus strain NJ0806WYE3 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094084	MT094084_Vesicular_stomatitis_virus	MT094084_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Wyoming	2006	11075	Vesicular stomatitis virus strain NJ0806WYE2 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094094	MT094094_Vesicular_stomatitis_virus	MT094094_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Arizona	2005	11096	Vesicular stomatitis virus strain NJ0505AZE nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094095	MT094095_Vesicular_stomatitis_virus	MT094095_Vesicular_stomatitis_virus	Bos taurus	Bos	USA	USA: Colorado	2005	11070	Vesicular stomatitis virus strain NJ0805COB4 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094096	MT094096_Vesicular_stomatitis_virus	MT094096_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Colorado	2004	11062	Vesicular stomatitis virus strain NJ0804COE11 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094098	MT094098_Vesicular_stomatitis_virus	MT094098_Vesicular_stomatitis_virus	Bos taurus	Bos	USA	USA: Colorado	2004	11105	Vesicular stomatitis virus strain NJ0904COB5 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094099	MT094099_Vesicular_stomatitis_virus	MT094099_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Colorado	2004	11063	Vesicular stomatitis virus strain NJ1104COE2 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094105	MT094105_Vesicular_stomatitis_virus	MT094105_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Colorado	2004	11146	Vesicular stomatitis virus strain NJ0804COE10 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094110	MT094110_Vesicular_stomatitis_virus	MT094110_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Colorado	2004	11070	Vesicular stomatitis virus strain NJ0704COE17 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094116	MT094116_Vesicular_stomatitis_virus	MT094116_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: New Mexico	2004	11071	Vesicular stomatitis virus strain NJ0704NME9 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094117	MT094117_Vesicular_stomatitis_virus	MT094117_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: New Mexico	2004	11156	Vesicular stomatitis virus strain NJ0804NME4 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094121	MT094121_Vesicular_stomatitis_virus	MT094121_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Colorado	2004	11041	Vesicular stomatitis virus strain NJ0704COE15 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094125	MT094125_Vesicular_stomatitis_virus	MT094125_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Colorado	2004	11069	Vesicular stomatitis virus strain NJ0804COE9 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094126	MT094126_Vesicular_stomatitis_virus	MT094126_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Colorado	2004	11061	Vesicular stomatitis virus strain NJ0704COE20 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094130	MT094130_Vesicular_stomatitis_virus	MT094130_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: New Mexico	2004	11055	Vesicular stomatitis virus strain NJ0604NME nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094131	MT094131_Vesicular_stomatitis_virus	MT094131_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: New Mexico	2004	11070	Vesicular stomatitis virus strain NJ0604NME6 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094134	MT094134_Vesicular_stomatitis_virus	MT094134_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Colorado	2004	11186	Vesicular stomatitis virus strain NJ0904COE3 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094135	MT094135_Vesicular_stomatitis_virus	MT094135_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: New Mexico	2004	11157	Vesicular stomatitis virus strain NJ0704NME13 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094136	MT094136_Vesicular_stomatitis_virus	MT094136_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Texas	2004	11115	Vesicular stomatitis virus strain NJ0704TXE nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094139	MT094139_Vesicular_stomatitis_virus	MT094139_Vesicular_stomatitis_virus	Bos taurus	Bos	Mexico	Mexico	2000	11072	Vesicular stomatitis virus strain NJ00VCB2 nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT094140	MT094140_Vesicular_stomatitis_virus	MT094140_Vesicular_stomatitis_virus	Bos taurus	Bos	Mexico	Mexico	2002	11123	Vesicular stomatitis virus strain NJ02VCB nucleocapsid, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT561344	MT561344_Vesiculovirus_eptesicus	MT561344_Vesiculovirus_eptesicus	Eptesicus fuscus	Eptesicus	USA	USA: South Dakota	2020	10613	American bat vesiculovirus strain 20-0654, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT561345	MT561345_Vesiculovirus_eptesicus	MT561345_Vesiculovirus_eptesicus	Eptesicus fuscus	Eptesicus	USA	USA: South Dakota	2020	10719	American bat vesiculovirus strain 20-7011, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT561346	MT561346_Vesiculovirus_eptesicus	MT561346_Vesiculovirus_eptesicus	Eptesicus fuscus	Eptesicus	USA	USA: South Dakota	2020	10667	American bat vesiculovirus strain 20-7177, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT561347	MT561347_Vesiculovirus_eptesicus	MT561347_Vesiculovirus_eptesicus	Eptesicus fuscus	Eptesicus	USA	USA: South Dakota	2020	10614	American bat vesiculovirus strain 20-8862, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW288177	MW288177_Hymenopteran_rhabdo-related_virus_OKIAV25	MW288177_Hymenopteran_rhabdo-related_virus_OKIAV25	Heterodontonyx	Heterodontonyx	Australia	Australia: Western Australia, 118 km N Esperance	2011	8853	Hymenopteran rhabdo-related virus OKIAV25 nucleoprotein gene, partial cds; hypothetical protein and glycoprotein genes, complete cds; and RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW288178	MW288178_Orthopteran_chu-related_virus_OKIAV152	MW288178_Orthopteran_chu-related_virus_OKIAV152	Phymateus viridipes	Phymateus	Germany	Germany: Lab culture with samples originating from South Africa	2013	6828	Orthopteran chu-related virus OKIAV152 segment L RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
