nt_uid	nt_accession	nt_organism	nt_title	nt_slen	tax_id	total_number_of_sequences	input_tax_id
1698238711	MN035338	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_Litter_8_scaffold_16079 sequence	1538	1955170	529	1955170
1698238678	MN035328	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_36_scaffold_11526 sequence	1117	1955170	529	1955170
1698238655	MN035317	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_30_scaffold_3385 sequence	1839	1955170	529	1955170
1698233401	MN033139	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_37_scaffold_6499 RNA-dependent RNA polymerase (H3Rhizo376499_000001) and hypothetical protein (H3Rhizo376499_000002) genes, complete cds	1674	1955170	529	1955170
1698233371	MN033131	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_23_scaffold_20831 hypothetical protein (H4BulkLitter2320831_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4BulkLitter2320831_000002) gene, partial cds	1595	1955170	529	1955170
1698233362	MN033127	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_30_scaffold_1057 RNA-dependent RNA polymerase (H1Bulk301057_000001) gene, complete cds; and hypothetical protein (H1Bulk301057_000002) gene, partial cds	2835	1955170	529	1955170
1698233214	MN033071	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_5132 RNA-dependent RNA polymerase (H4Bulk465132_000001) gene, partial cds; and hypothetical protein (H4Bulk465132_000002) gene, complete cds	2043	1955170	529	1955170
1698233197	MN033064	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_Litter_12_scaffold_6394 sequence	1807	1955170	529	1955170
1698233181	MN033056	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_34_5594 sequence	1629	1955170	529	1955170
1698233167	MN033051	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_44_scaffold_22640 sequence	1090	1955170	529	1955170
1698233148	MN033043	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_Litter_17_scaffold_11498 sequence	1654	1955170	529	1955170
1698233119	MN033027	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_20_scaffold_15616 sequence	1147	1955170	529	1955170
1698233113	MN033025	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_24_scaffold_4972 sequence	1973	1955170	529	1955170
1698232981	MN032970	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_Litter_4_scaffold_12067 sequence	1212	1955170	529	1955170
1698232931	MN032947	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_Litter_16_13626 sequence	1188	1955170	529	1955170
1698232884	MN032929	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_19_scaffold_20851 hypothetical protein (H4RhizoL1920851_000001) and RNA-dependent RNA polymerase (H4RhizoL1920851_000002) genes, complete cds	2484	1955170	529	1955170
1698232810	MN032896	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_44_scaffold_4744 sequence	1780	1955170	529	1955170
1698232755	MN032870	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_34_4224 sequence	1778	1955170	529	1955170
1698232733	MN032859	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_15_scaffold_12404 sequence	1099	1955170	529	1955170
1698232729	MN032857	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_43_scaffold_18582 sequence	1246	1955170	529	1955170
1698232723	MN032855	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_40_scaffold_1380 RNA-dependent RNA polymerase (H3Bulk401380_000001) gene, complete cds; and hypothetical protein (H3Bulk401380_000002) gene, partial cds	2783	1955170	529	1955170
1698232667	MN032832	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_32_scaffold_6261 sequence	1818	1955170	529	1955170
1698232646	MN032824	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_Litter_17_scaffold_29367 sequence	1148	1955170	529	1955170
1698232637	MN032819	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_Litter_1_scaffold_11424 sequence	1316	1955170	529	1955170
1698232627	MN032815	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_19_scaffold_14047 RNA-dependent RNA polymerase (H4RhizoL1914047_000001) gene, partial cds; and hypothetical protein (H4RhizoL1914047_000002) gene, complete cds	1416	1955170	529	1955170
1698232523	MN032774	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_45_scaffold_8855 sequence	1615	1955170	529	1955170
1698232453	MN032747	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_10618 sequence	1635	1955170	529	1955170
1698232402	MN032724	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_47_scaffold_10337 sequence	1498	1955170	529	1955170
1698232383	MN032718	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_14123 hypothetical protein (H4Bulk4614123_000001) and RNA-dependent RNA polymerase (H4Bulk4614123_000002) genes, partial cds	1786	1955170	529	1955170
1698232364	MN032710	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_26_FD_scaffold_11118 sequence	1461	1955170	529	1955170
1698232333	MN032695	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_6856 RNA-dependent RNA polymerase (H4Bulk466856_000001) gene, partial cds; hypothetical protein (H4Bulk466856_000002) gene, complete cds; and hypothetical protein (H4Bulk466856_000003) gene, partial cds	2285	1955170	529	1955170
1341390745	KY503021	Partitiviridae sp.	Partitiviridae sp. isolate GOSP-ContigS5-2338-RdRp-2421 RNA-dependent RNA polymerase gene, complete cds	2421	1955170	529	1955170
1207104406	MF176387	Culex luteo-like virus	Culex luteo-like virus strain mosWSX49277 segment 2, complete sequence	1404	2010270	6	2010270
1207104403	MF176386	Culex luteo-like virus	Culex luteo-like virus strain mosWSX49277 segment 1, complete sequence	2841	2010270	6	2010270
1207104352	MF176367	Culex luteo-like virus	Culex luteo-like virus strain mosWSgb68104 segment 2, complete sequence	1400	2010270	6	2010270
1207104349	MF176366	Culex luteo-like virus	Culex luteo-like virus strain mosWSgb68104 segment 1, complete sequence	2830	2010270	6	2010270
1207104202	MF176308	Culex luteo-like virus	Culex luteo-like virus strain mos191gb51453 segment 2, complete sequence	1400	2010270	6	2010270
1207104199	MF176307	Culex luteo-like virus	Culex luteo-like virus strain mos191gb51453 segment 1, complete sequence	2830	2010270	6	2010270
1211677397	NC_035126	Wilkie narna-like virus 1	Wilkie narna-like virus 1 strain mosWSCP70929, complete genome	2968	2010280	3	2010280
1207104301	MF176347	Wilkie narna-like virus 1	Wilkie narna-like virus 1 strain mosWSCP70929, complete genome	2968	2010280	3	2010280
1207104157	MF176292	Wilkie narna-like virus 1	Wilkie narna-like virus 1 strain mos191CP59700, complete genome	2968	2010280	3	2010280
1211677379	NC_035119	Wilkie partiti-like virus 2	Wilkie partiti-like virus 2 strain mosWSCP53020, complete genome	1819	2010284	3	2010284
1207104299	MF176346	Wilkie partiti-like virus 2	Wilkie partiti-like virus 2 strain mosWSCP53020, complete genome	1819	2010284	3	2010284
1207104069	MF176260	Wilkie partiti-like virus 2	Wilkie partiti-like virus 2 strain mos172gb99538, complete genome	1804	2010284	3	2010284
1411046029	BK010354	Tetrodontophora bielanensis associated virus 1	TPA_exp: Tetrodontophora bielanensis associated virus 1 strain TebiAV1-1KITE RNA-dependent RNA polymerase (ORF1+ORF2) gene, partial cds	3475	2065806	1	2065806
1990392513	MW434978	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_028b_WVAL genomic sequence, sequence	10898	2079148	22	2079148
1990392508	MW434977	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_047g_WVAL genomic sequence, sequence	10890	2079148	22	2079148
1990392502	MW434976	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_028e_WVAL genomic sequence, sequence	10892	2079148	22	2079148
1990392495	MW434975	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_047j_WVAL genomic sequence, sequence	10870	2079148	22	2079148
1990392489	MW434974	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_047b_WVAL genomic sequence, sequence	10911	2079148	22	2079148
1990392483	MW434973	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_047c_WVAL genomic sequence, sequence	10902	2079148	22	2079148
1990392476	MW434972	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_047d_WVAL genomic sequence, sequence	10890	2079148	22	2079148
1990392470	MW434971	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_047e_WVAL genomic sequence, sequence	10901	2079148	22	2079148
1990392458	MW434970	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_047f_WVAL genomic sequence, sequence	10890	2079148	22	2079148
1990392454	MW434969	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_047h_WVAL genomic sequence, sequence	10922	2079148	22	2079148
1990392447	MW434968	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_028c_WVAL genomic sequence, sequence	10899	2079148	22	2079148
1990392440	MW434967	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_047a_WVAL genomic sequence, sequence	10899	2079148	22	2079148
1990392433	MW434966	Culex pipiens-associated Tunisia virus	MAG: Culex pipiens-associated Tunisia virus isolate CMS002_028d_WVAL genomic sequence, sequence	10901	2079148	22	2079148
1851774398	MN510430	Culex pipiens-associated Tunisia virus	Culex pipiens-associated Tunisia virus isolate CpaTV/Culex/IVRI/2017 replicase gene, partial cds	1267	2079148	22	2079148
1848665946	MT247706	Culex pipiens-associated Tunisia virus	UNVERIFIED: Culex pipiens-associated Tunisia virus strain 114 replicase-like gene, partial sequence	4748	2079148	22	2079148
1571847084	NC_040723	Culex pipiens-associated Tunisia virus	Culex pipiens associated Tunisia virus isolate AnEVT, complete genome	10910	2079148	22	2079148
1686095698	MH745160	Culex pipiens-associated Tunisia virus	Culex pipiens-associated Tunisia virus, complete genome	6818	2079148	22	2079148
1435110598	MH634502	Culex pipiens-associated Tunisia virus	Culex pipiens-associated Tunisia virus isolate AnEVT, complete genome	10910	2079148	22	2079148
1338645599	MG557617	Culex pipiens-associated Tunisia virus	Culex pipiens-associated Tunisia virus strain Ayed 19 ORF1 replicase gene, partial cds	801	2079148	22	2079148
1338645596	MG557616	Culex pipiens-associated Tunisia virus	Culex pipiens-associated Tunisia virus strain Ayed 15 ORF1 replicase gene, partial cds	801	2079148	22	2079148
1335807545	MG457155	Culex pipiens-associated Tunisia virus	Culex pipiens-associated Tunisia virus strain Jedaida, complete genome	6816	2079148	22	2079148
1335807540	MG457154	Culex pipiens-associated Tunisia virus	Culex pipiens-associated Tunisia virus strain Ayed, complete genome	6818	2079148	22	2079148
1571830969	NC_040540	Sarawak virus	Sarawak virus strain SWK-M26, complete genome	5329	2109380	2	2109380
1358652098	MF094134	Sarawak virus	Sarawak virus strain SWK-M26, complete genome	5329	2109380	2	2109380
1390040425	MG995701	Bundaberg bee virus 1	Bundaberg bee virus 1 isolate QLD-6 nonstructural polyprotein and structural polyprotein genes, complete cds	9711	2201284	1	2201284
2220635757	OM817559	Culex-associated Luteo-like virus	Culex-associated Luteo-like virus isolate CxALLV-2020 capsid protein gene, partial cds; and hypothetical protein gene, complete cds	1190	2304522	13	2304522
2220635704	OM817538	Culex-associated Luteo-like virus	Culex-associated Luteo-like virus isolate CxALLV-2020 putative serine protease, hypothetical protein, and RNA-dependent RNA polymerase genes, complete cds	2666	2304522	13	2304522
1990394691	MW434133	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_038a_COAV segment RNA1 genomic sequence, sequence	2836	2304522	13	2304522
1990394687	MW434132	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_035a_COAV segment RNA1 genomic sequence, sequence	2814	2304522	13	2304522
1990394682	MW434131	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_041a_COAV segment RNA1 genomic sequence, sequence	2804	2304522	13	2304522
1990394678	MW434130	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_040a_COAV segment RNA1 genomic sequence, sequence	2794	2304522	13	2304522
1990394675	MW434129	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_029e_WVAL segment RNA1 genomic sequence, sequence	2787	2304522	13	2304522
1990394672	MW434128	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_040a_COAV segment RNA2 genomic sequence, sequence	1623	2304522	13	2304522
1990394668	MW434127	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_038a_COAV segment RNA2 genomic sequence, sequence	1610	2304522	13	2304522
1990394665	MW434126	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_041a_COAV segment RNA2 genomic sequence, sequence	1601	2304522	13	2304522
1990394660	MW434125	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_029e_WVAL segment RNA2 genomic sequence, sequence	1596	2304522	13	2304522
1990394656	MW434124	Culex-associated Luteo-like virus	MAG: Culex-associated Luteo-like virus isolate CMS002_035a_COAV segment RNA2 genomic sequence, sequence	1582	2304522	13	2304522
1464252034	MH188016	Culex-associated Luteo-like virus	Culex-associated Luteo-like virus strain CaLVL/Santa Clara, complete genome	2671	2304522	13	2304522
2240035423	MW380163	Riboviria sp.	UNVERIFIED: Riboviria sp. isolate Yellow-throatedBunting135con9 genomic sequence	5186	2585031	1108	2585031
2240035422	MW380161	Riboviria sp.	UNVERIFIED: Riboviria sp. isolate warbler203con118 genomic sequence	1671	2585031	1108	2585031
2240035420	MW380162	Riboviria sp.	UNVERIFIED: Riboviria sp. isolate warbler204con109 genomic sequence	1573	2585031	1108	2585031
2240035418	MW380159	Riboviria sp.	UNVERIFIED: Riboviria sp. isolate stonechat111con11 genomic sequence	1331	2585031	1108	2585031
2240035411	MW380157	Riboviria sp.	UNVERIFIED: Riboviria sp. isolate robin114con132 genomic sequence	983	2585031	1108	2585031
2240035409	MW380156	Riboviria sp.	UNVERIFIED: Riboviria sp. isolate Grey-backedThrush105con113 genomic sequence	1147	2585031	1108	2585031
2240035408	MW380155	Riboviria sp.	UNVERIFIED: Riboviria sp. isolate EasternCrownedWarbler123con32 genomic sequence	1028	2585031	1108	2585031
2240035407	MW380154	Riboviria sp.	UNVERIFIED: Riboviria sp. isolate duskywarbler184con11 genomic sequence	1925	2585031	1108	2585031
2240035405	MW380153	Riboviria sp.	UNVERIFIED: Riboviria sp. isolate BrownBrowrockpipit144con39 genomic sequence	3103	2585031	1108	2585031
2099634467	MZ556308	Riboviria sp.	Riboviria sp. isolate mos142unRi17-8 genomic sequence	1475	2585031	1108	2585031
2099634463	MZ556289	Riboviria sp.	Riboviria sp. isolate Rpf292PicorV01-12 genomic sequence	8507	2585031	1108	2585031
2099634448	MZ556275	Riboviria sp.	Riboviria sp. isolate Rpf279sm25-12 genomic sequence	8306	2585031	1108	2585031
2099634434	MZ556248	Riboviria sp.	Riboviria sp. isolate cf094PicorV05-8 genomic sequence	8761	2585031	1108	2585031
2099634432	MZ556245	Riboviria sp.	Riboviria sp. isolate Rpf279unRi08-12 genomic sequence	2799	2585031	1108	2585031
2099634415	MZ556244	Riboviria sp.	Riboviria sp. isolate Rpf279unRi02-12 genomic sequence	11878	2585031	1108	2585031
2099634411	MZ556241	Riboviria sp.	Riboviria sp. isolate Gpf270unRi01-12 genomic sequence	2968	2585031	1108	2585031
2163657923	MW239558	Riboviria sp.	MAG: Riboviria sp. isolate wagtail88con53 hypothetical protein gene, partial cds	672	2585031	1108	2585031
2163657919	MW239556	Riboviria sp.	MAG: Riboviria sp. isolate wagtail88con35 hypothetical protein gene, partial cds	666	2585031	1108	2585031
2163657917	MW239555	Riboviria sp.	MAG: Riboviria sp. isolate wagtail54con16 hypothetical protein gene, partial cds	900	2585031	1108	2585031
2163657915	MW239554	Riboviria sp.	MAG: Riboviria sp. isolate wagtail54con8 hypothetical protein gene, partial cds	1227	2585031	1108	2585031
2163657912	MW239553	Riboviria sp.	MAG: Riboviria sp. isolate TristramsBunting102con57 hypothetical protein 1 gene, partial cds; and hypothetical protein 2 gene, complete cds	3961	2585031	1108	2585031
2163657910	MW239552	Riboviria sp.	MAG: Riboviria sp. isolate TristramsBunting102con50 hypothetical protein gene, partial cds	822	2585031	1108	2585031
2163657908	MW239551	Riboviria sp.	MAG: Riboviria sp. isolate TristramsBunting102con36 hypothetical protein gene, partial cds	696	2585031	1108	2585031
2163657905	MW239550	Riboviria sp.	MAG: Riboviria sp. isolate TristramsBunting102con7 hypothetical protein 1 gene, partial cds; and hypothetical protein 2 gene, complete cds	1586	2585031	1108	2585031
2163657903	MW239549	Riboviria sp.	MAG: Riboviria sp. isolate toucan80con19 hypothetical protein gene, complete cds	1484	2585031	1108	2585031
2163657901	MW239548	Riboviria sp.	MAG: Riboviria sp. isolate tomtit99con6 hypothetical protein gene, partial cds	708	2585031	1108	2585031
2163657899	MW239547	Riboviria sp.	MAG: Riboviria sp. isolate tit162con87 hypothetical protein gene, partial cds	615	2585031	1108	2585031
2163657897	MW239546	Riboviria sp.	MAG: Riboviria sp. isolate tit162con82 hypothetical protein gene, partial cds	1326	2585031	1108	2585031
2163657895	MW239545	Riboviria sp.	MAG: Riboviria sp. isolate tit162con76 hypothetical protein gene, partial cds	768	2585031	1108	2585031
2163657893	MW239544	Riboviria sp.	MAG: Riboviria sp. isolate tit162con56 hypothetical protein gene, partial cds	738	2585031	1108	2585031
2163657891	MW239543	Riboviria sp.	MAG: Riboviria sp. isolate tit162con35 hypothetical protein gene, partial cds	1182	2585031	1108	2585031
2163657888	MW239542	Riboviria sp.	MAG: Riboviria sp. isolate tit100con25 hypothetical protein 1 and hypothetical protein 2 genes, partial cds	2274	2585031	1108	2585031
2163657886	MW239541	Riboviria sp.	MAG: Riboviria sp. isolate tit100con17 hypothetical protein gene, partial cds	639	2585031	1108	2585031
2163657880	MW239538	Riboviria sp.	MAG: Riboviria sp. isolate thrush173con6 hypothetical protein gene, partial cds	687	2585031	1108	2585031
2163657878	MW239537	Riboviria sp.	MAG: Riboviria sp. isolate thrush147con20 hypothetical protein gene, partial cds	606	2585031	1108	2585031
2163657875	MW239536	Riboviria sp.	MAG: Riboviria sp. isolate thrush146con18 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	2948	2585031	1108	2585031
2163657872	MW239535	Riboviria sp.	MAG: Riboviria sp. isolate thrush146con11 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	2607	2585031	1108	2585031
2163657870	MW239534	Riboviria sp.	MAG: Riboviria sp. isolate thrush95con11 hypothetical protein gene, partial cds	783	2585031	1108	2585031
