sample_id	'ref_id	'total_reads	'mapped_reads	'average_cov	'norm_average_cov	'percentage_covered	'mosquito_id	'genus_species	'Location	'Batch	'LibPool	'percentage_mapped	'rRNA	'Batch_rounded
F1070	'rRNA combined	'9303792	'15767	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'1.3	'1	'0.169468534980146	'rRNA combined	'1
F1071	'rRNA combined	'12015636	'466337	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'15.1	'15	'3.88108461341539	'rRNA combined	'15
F1074	'rRNA combined	'5891662	'13625	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'15.2	'15	'0.231259023345195	'rRNA combined	'15
F1075	'rRNA combined	'9291614	'22236	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'1.3	'1	'0.239312567224596	'rRNA combined	'1
F1076	'rRNA combined	'8776532	'46533	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'4.1	'4	'0.53019803266256	'rRNA combined	'4
F1078	'rRNA combined	'4775444	'43012	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'15.2	'14	'0.900691118982863	'rRNA combined	'15
F1079	'rRNA combined	'10965988	'140683	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'1.3	'2	'1.28290310002163	'rRNA combined	'1
F1080	'rRNA combined	'6434004	'242652	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'15.2	'14	'3.77139958259274	'rRNA combined	'15
F1081	'rRNA combined	'9872238	'537765	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'15.2	'15	'5.44724509275404	'rRNA combined	'15
F1082	'rRNA combined	'9209050	'29386	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'15.2	'14	'0.31909914703471	'rRNA combined	'15
F1083	'rRNA combined	'9522616	'46741	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'2.1	'2	'0.490842012320984	'rRNA combined	'2
F1084	'rRNA combined	'8768366	'23045	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'17	'19	'0.26281977736787	'rRNA combined	'17
F1085	'rRNA combined	'12386552	'876545	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'5.1	'5	'7.07658596193679	'rRNA combined	'5
F1086	'rRNA combined	'10646710	'267523	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'5.1	'5	'2.51272928444562	'rRNA combined	'5
F1112	'rRNA combined	'14246366	'369586	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'2.594247543549	'rRNA combined	'1
F1113	'rRNA combined	'18098034	'5185024	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'28.6496533269857	'rRNA combined	'16
F1114	'rRNA combined	'24343352	'206296	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.1	'19	'0.847442866537032	'rRNA combined	'16
F1115	'rRNA combined	'17305090	'1598748	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'9.23859974146335	'rRNA combined	'16
F1116	'rRNA combined	'15483022	'4353217	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'28.1160680389138	'rRNA combined	'16
F1117	'rRNA combined	'13828150	'338796	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.1	'16	'2.4500457400303	'rRNA combined	'16
F1118	'rRNA combined	'9725192	'1157485	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'2.2	'3	'11.901924404166	'rRNA combined	'2
F1119	'rRNA combined	'25874528	'1703815	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.1	'18	'6.58491238951296	'rRNA combined	'16
F1120	'rRNA combined	'12466052	'293927	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'2.35781946040334	'rRNA combined	'16
F1121	'rRNA combined	'16470790	'775924	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'4.71090943421657	'rRNA combined	'16
F1122	'rRNA combined	'11157518	'35703	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.31999052118939	'rRNA combined	'16
F1123	'rRNA combined	'10256232	'20842	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.203213031842493	'rRNA combined	'16
F1124	'rRNA combined	'12021780	'2031200	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'16.8960004258937	'rRNA combined	'1
F1125	'rRNA combined	'16497486	'3017369	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.2	'18	'18.2898715598243	'rRNA combined	'16
F1126	'rRNA combined	'17467986	'7446508	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'42.6294594007575	'rRNA combined	'16
F1157	'rRNA combined	'14970258	'6234	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'0.0416425688855863	'rRNA combined	'12
F1158	'rRNA combined	'19273744	'290081	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'1.50505786524922	'rRNA combined	'12
F1159	'rRNA combined	'16056796	'45298	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'0.282111076207233	'rRNA combined	'12
F1160	'rRNA combined	'14089948	'332867	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'2.36244306934277	'rRNA combined	'12
F1161	'rRNA combined	'11478364	'68917	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'2.1	'2	'0.600407863002079	'rRNA combined	'2
F1162	'rRNA combined	'15312052	'173475	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'1.13293110551087	'rRNA combined	'12
F1163	'rRNA combined	'13920024	'321973	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'2.31302043732108	'rRNA combined	'12
F1164	'rRNA combined	'14379948	'115271	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'0.801609296500933	'rRNA combined	'12
F1165	'rRNA combined	'9654426	'63515	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'2.1	'2	'0.6578847877647	'rRNA combined	'2
F1167	'rRNA combined	'12688622	'30833	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'0.242997230116872	'rRNA combined	'12
F1168	'rRNA combined	'10210344	'153870	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'1.50700113531924	'rRNA combined	'12
F1171	'rRNA combined	'13368048	'179732	'NA	'NA	'NA	'NA	'Aedes albopictus	'Pursat	'12.2	'12	'1.3444894871712	'rRNA combined	'12
F1335	'rRNA combined	'12184458	'29909	'NA	'NA	'NA	'NA	'Aedes aegypti	'Kompong Thom	'1.1	'1	'0.245468448411903	'rRNA combined	'1
F1336	'rRNA combined	'8853646	'220053	'NA	'NA	'NA	'NA	'Aedes aegypti	'Kompong Thom	'4.2	'4	'2.48545062678133	'rRNA combined	'4
F1339	'rRNA combined	'14315226	'417203	'NA	'NA	'NA	'NA	'Aedes aegypti	'Kompong Thom	'1.1	'1	'2.91440037342058	'rRNA combined	'1
F1341	'rRNA combined	'13828390	'69618	'NA	'NA	'NA	'NA	'Aedes albopictus	'Kompong Thom	'1.1	'1	'0.503442555496338	'rRNA combined	'1
F1342	'rRNA combined	'14561332	'2322	'NA	'NA	'NA	'NA	'Aedes albopictus	'Kompong Thom	'1.2	'1	'0.0159463433702356	'rRNA combined	'1
F1343	'rRNA combined	'9529354	'36697	'NA	'NA	'NA	'NA	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.385094309645754	'rRNA combined	'7
F1344	'rRNA combined	'10417470	'18417	'NA	'NA	'NA	'NA	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.176789565988671	'rRNA combined	'7
F1345	'rRNA combined	'10437050	'16585	'NA	'NA	'NA	'NA	'Aedes albopictus	'Kompong Thom	'5.2	'5	'0.15890505458918	'rRNA combined	'5
F1348	'rRNA combined	'12380086	'3138	'NA	'NA	'NA	'NA	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.0253471583315334	'rRNA combined	'7
F1349	'rRNA combined	'10342374	'69300	'NA	'NA	'NA	'NA	'Aedes albopictus	'Kompong Thom	'7.1	'7	'0.670058924575731	'rRNA combined	'7
F1350	'rRNA combined	'10664650	'133487	'NA	'NA	'NA	'NA	'Aedes albopictus	'Kompong Thom	'7.1	'7	'1.2516772702339	'rRNA combined	'7
F1419	'rRNA combined	'10467082	'516709	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'4.93651430264901	'rRNA combined	'1
F1420	'rRNA combined	'7735716	'2033789	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'17	'19	'26.2908953741321	'rRNA combined	'17
F1422	'rRNA combined	'10380018	'1592	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'0.0153371603016488	'rRNA combined	'1
F1423	'rRNA combined	'10877274	'435977	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'1.2	'2	'4.0081457909399	'rRNA combined	'1
F1424	'rRNA combined	'9049102	'184852	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'2.04276623249467	'rRNA combined	'8
F1425	'rRNA combined	'7369288	'18450	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'5.2	'5	'0.250363400100525	'rRNA combined	'5
F1426	'rRNA combined	'10742078	'27461	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.255639551304692	'rRNA combined	'8
F1427	'rRNA combined	'7123788	'1020290	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'5.1	'5	'14.3222959470439	'rRNA combined	'5
F1428	'rRNA combined	'9819224	'495304	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'5.04422752755208	'rRNA combined	'8
F1429	'rRNA combined	'18494922	'254881	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'1.37811340864265	'rRNA combined	'8
F1430	'rRNA combined	'14943292	'3029687	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'2.1	'2	'20.2745619907581	'rRNA combined	'2
F1431	'rRNA combined	'13730062	'1121229	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'8.16623406361894	'rRNA combined	'8
F1432	'rRNA combined	'13950214	'799336	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'5.72991926862197	'rRNA combined	'8
F1433	'rRNA combined	'10259524	'615268	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'5.99704235791056	'rRNA combined	'8
F1503	'rRNA combined	'12856586	'113607	'NA	'NA	'NA	'NA	'Aedes aegypti	'Preah Vihear	'1.2	'1	'0.883648271788483	'rRNA combined	'1
F1504	'rRNA combined	'12515762	'473033	'NA	'NA	'NA	'NA	'Aedes aegypti	'Preah Vihear	'1.2	'1	'3.77949820394475	'rRNA combined	'1
F1505	'rRNA combined	'11118220	'330094	'NA	'NA	'NA	'NA	'Aedes aegypti	'Preah Vihear	'10.1	'10	'2.96894646804974	'rRNA combined	'10
F1506	'rRNA combined	'9760284	'67162	'NA	'NA	'NA	'NA	'Aedes aegypti	'Preah Vihear	'4.1	'4	'0.688115222876711	'rRNA combined	'4
F1507	'rRNA combined	'10744470	'143377	'NA	'NA	'NA	'NA	'Aedes aegypti	'Preah Vihear	'1.3	'2	'1.3344259884387	'rRNA combined	'1
F1508	'rRNA combined	'12379428	'217142	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'10.1	'10	'1.75405519544199	'rRNA combined	'10
F1509	'rRNA combined	'13942914	'315957	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'10.1	'10	'2.26607580022368	'rRNA combined	'10
F1511	'rRNA combined	'10745084	'94662	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'1.3	'1	'0.880979618214246	'rRNA combined	'1
F1513	'rRNA combined	'7785214	'43297	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'4.1	'4	'0.55614399295896	'rRNA combined	'4
F1514	'rRNA combined	'10419326	'123248	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'10.1	'10	'1.18287881576985	'rRNA combined	'10
F1515	'rRNA combined	'9741362	'111430	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'1.3	'1	'1.14388521851462	'rRNA combined	'1
F1516	'rRNA combined	'6798842	'30767	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'17	'20	'0.452532946051695	'rRNA combined	'17
F1517	'rRNA combined	'10722820	'176951	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'10.1	'10	'1.65022820489386	'rRNA combined	'10
F1518	'rRNA combined	'14627864	'154092	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'2.2	'3	'1.05341422370347	'rRNA combined	'2
F1519	'rRNA combined	'10318986	'50863	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'1.3	'2	'0.492906958106155	'rRNA combined	'1
F1520	'rRNA combined	'13463376	'246985	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'10.1	'10	'1.83449530043579	'rRNA combined	'10
F1521	'rRNA combined	'9727498	'122119	'NA	'NA	'NA	'NA	'Aedes albopictus	'Preah Vihear	'10.1	'10	'1.2553998983089	'rRNA combined	'10
F1570	'rRNA combined	'8879140	'1826508	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'1.3	'1	'20.5707759985764	'rRNA combined	'1
F1571	'rRNA combined	'2251234	'503632	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'22.3713749881176	'rRNA combined	'11
F1572	'rRNA combined	'9259096	'2908612	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'31.4135634839514	'rRNA combined	'11
F1573	'rRNA combined	'7579068	'2587018	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'34.1337219827029	'rRNA combined	'11
F1574	'rRNA combined	'7376686	'2945174	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'39.9254353513217	'rRNA combined	'11
F1575	'rRNA combined	'10906838	'1275238	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'1.3	'2	'11.6920962794166	'rRNA combined	'1
F1576	'rRNA combined	'4569390	'125960	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'2.75660427321809	'rRNA combined	'11
F1577	'rRNA combined	'6364464	'783362	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'4.1	'4	'12.3083734938245	'rRNA combined	'4
F1578	'rRNA combined	'11003738	'1791507	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'2.2	'3	'16.2808947286822	'rRNA combined	'2
F1579	'rRNA combined	'6606958	'2392909	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'36.2180144023921	'rRNA combined	'11
F1580	'rRNA combined	'11768228	'3274437	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'27.8243844357876	'rRNA combined	'11
F1581	'rRNA combined	'10261990	'2589039	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'11.2	'11	'25.2294048230411	'rRNA combined	'11
F1582	'rRNA combined	'13309688	'1901821	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Preah Vihear	'2.1	'2	'14.2889976083587	'rRNA combined	'2
