qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2
F1341_NODE_993_length_2122_cov_3.551524_2	KXJ77533.1	97.7	298	7	0	10	307	1030	1327	1386	5.3e-84	322.4	KXJ77533.1 hypothetical protein RP20_CCG007311 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1341_NODE_1576_length_1825_cov_1.325989_2	YP_009345057.1	44.8	400	213	4	74	472	38	430	548	3.3e-77	300.4	YP_009345057.1 hypothetical protein 2 [Xinzhou nematode virus 7]	1923775	Viruses||||||Xinzhou nematode virus 7||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Xinzhou nematode virus 7	NA	Riboviria	NA	NA
F1035_NODE_222_length_2406_cov_2.039132_1	pir|S70430|	50.7	580	272	6	4	577	30	601	1186	4.8e-166	595.9	pir|S70430| hypothetical protein 4 - fruit fly (Drosophila melanogaster) retrotransposon mgd1 [Drosophila melanogaster]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1052_NODE_2373_length_932_cov_9.258837_1	YP_009337378.1	40.9	286	164	3	25	306	1	285	1120	5.9e-51	212.6	YP_009337378.1 RdRp [Hubei permutotetra-like virus 4]	1923078	Viruses||||||Hubei permutotetra-like virus 4||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei permutotetra-like virus 4	NA	Riboviria	NA	NA
F1130_NODE_3300_length_1254_cov_6.849041_1	EDS38176.1	100	108	0	0	311	418	66	173	178	2.3e-50	211.1	EDS38176.1 conserved hypothetical protein [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1130_NODE_3940_length_1135_cov_1.528704_1	XP_039435981.1	55.7	402	124	16	1	378	1135	1506	2879	9.5e-35	159.1	XP_039435981.1 uncharacterized protein LOC120417831 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1205_NODE_248_length_3721_cov_5.286143_2	pir|S70430|	50.4	707	336	7	89	789	8	705	1186	3.7e-199	706.4	pir|S70430| hypothetical protein 4 - fruit fly (Drosophila melanogaster) retrotransposon mgd1 [Drosophila melanogaster]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1051_NODE_1_length_12044_cov_1008.365835_1	YP_009182177.1	97.9	2159	45	0	12	2170	1	2159	2159	0	4261.4	YP_009182177.1 putative RNA-dependent RNA polymerase [Imjin River virus 1]	1758883	Viruses|Negarnaviricota|Monjiviricetes|Jingchuvirales|Chuviridae|Culicidavirus|Culicidavirus imjinense||Riboviria||||||||||||||||||||||||||||Orthornavirae||Imjin River virus 1|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Jingchuvirales	Chuviridae	Culicidavirus	Culicidavirus imjinense	Orthornavirae	Riboviria	NA	NA
F1052_NODE_9_length_4423_cov_7.729625_1	UHS71819.1	35.5	595	358	13	2	592	172	744	834	3.8e-84	324.7	UHS71819.1 MAG: RNA-dependent RNA polymerase, partial [Permutotetraviridae sp.]	2585115	Viruses||||Permutotetraviridae||Permutotetraviridae sp.||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Permutotetraviridae||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	Permutotetraviridae	NA	Permutotetraviridae sp.	Orthornavirae	Riboviria	NA	NA
F1052_NODE_13_length_3984_cov_401.735811_1	BBO25553.1	88.4	994	112	2	45	1036	1	993	1022	0	1814.3	BBO25553.1 putative RNA-dependent RNA polymerase [Culex permutotetra-like virus]	2653117	Viruses||||Permutotetraviridae||Culex permutotetra-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Permutotetraviridae||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	Permutotetraviridae	NA	Culex permutotetra-like virus	Orthornavirae	Riboviria	NA	NA
F1201_NODE_4687_length_1308_cov_1.047087_1	XP_039442866.1	59.6	421	169	1	16	435	488	908	1181	3.2e-143	519.6	XP_039442866.1 uncharacterized protein LOC120423224 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1322_NODE_126_length_1586_cov_15.097322_1	QIR30290.1	80.5	528	102	1	1	527	327	854	1090	7.1e-262	914.1	QIR30290.1 RNA-dependent RNA polymerase [Plasmopara viticola lesion associated narnavirus 11]	2719494	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Plasmopara viticola lesion associated narnavirus 11||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Plasmopara viticola lesion associated narnavirus 11	Orthornavirae	Riboviria	NA	NA
F1152_NODE_882_length_1679_cov_3.621921_4	XP_039450864.1	66.5	558	135	15	40	559	1290	1833	5834	2.9e-133	486.9	XP_039450864.1 histone-lysine N-methyltransferase 2D-like isoform X7 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1381_NODE_255_length_2841_cov_543.011127_2	APG75843.1	100	372	0	0	137	508	1	372	372	7.3e-224	787.7	APG75843.1 hypothetical protein 2 [Hubei sobemo-like virus 41]	1923229	Viruses||||||Hubei sobemo-like virus 41||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei sobemo-like virus 41	NA	Riboviria	NA	NA
F1016_NODE_1_length_12433_cov_88.195427_4	QOW17628.1	99.2	2054	16	0	5	2058	1	2054	2054	0	4107.4	QOW17628.1 RNA-dependent RNA polymerase [Aedes albopictus anphevirus]	2783999	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Xinmoviridae|Anphevirus|Aedes albopictus anphevirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Anphevirus|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	Anphevirus	Aedes albopictus anphevirus	Orthornavirae	Riboviria	NA	NA
F1519_NODE_2025_length_1447_cov_3.040948_1	XP_019562871.1	94	335	19	1	8	342	1	334	594	2.5e-178	636	XP_019562871.1 phosphatidylinositide phosphatase SAC1-like [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1519_NODE_4123_length_1066_cov_5.446093_1	XP_019538841.2	97.2	355	10	0	1	355	347	701	1047	4.6e-116	429.1	XP_019538841.2 probable serine/threonine-protein kinase kinX isoform X5 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1519_NODE_5583_length_911_cov_1.214953_1	XP_021694215.1	94	302	18	0	2	303	102	403	611	2.4e-161	579.3	XP_021694215.1 LOW QUALITY PROTEIN: uncharacterized protein K02A2.6-like, partial [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1410_NODE_4392_length_1000_cov_3.816931_1	XP_038106065.1	87.7	334	33	3	1	333	1138	1464	1594	5.4e-151	545	XP_038106065.1 protein disks lost [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1550_NODE_2268_length_1400_cov_2.990335_1	XP_038111325.1	89.9	465	44	2	5	466	1	465	744	1.4e-224	790	XP_038111325.1 hepatocyte growth factor-regulated tyrosine kinase substrate [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1336_NODE_857_length_1863_cov_1.769912_1	EAT39346.1	99.8	621	1	0	1	621	35	655	773	0	1256.5	EAT39346.1 AAEL008841-PA [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1339_NODE_31_length_6863_cov_3148.768801_2	ATQ62689.1	99.3	2217	15	0	3	2219	1	2217	2217	0	4363.5	ATQ62689.1 RNA-dependent RNA polymerase [Phasi Charoen-like phasivirus]	1980610	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Phenuiviridae|Phasivirus|Phasi Charoen-like phasivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	Orthornavirae	Riboviria	NA	NA
F1339_NODE_112_length_4542_cov_5.827502_2	XP_021706500.1	95.6	1194	22	4	1	1193	1456	2619	2619	0	1557.3	XP_021706500.1 uncharacterized protein LOC23687966 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1339_NODE_217_length_3580_cov_5.099007_1	XP_021694839.1	91.4	476	19	1	36	489	1	476	476	6.5e-153	552	XP_021694839.1 high mobility group protein DSP1 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1339_NODE_256_length_3343_cov_3.845195_3	XP_011493002.2	99.9	876	1	0	175	1050	125	1000	1000	0	1771.5	XP_011493002.2 protein argonaute-2 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1339_NODE_266_length_3313_cov_7.505832_2	QDH86440.1	43.8	486	261	6	38	514	1	483	488	2.8e-101	380.6	QDH86440.1 MAG: RNA-dependent RNA polymerase [Riboviria sp.]	2585031	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA
F1564_NODE_980_length_2017_cov_8.753823_3	XP_001861845.1	96	594	24	0	20	613	1	594	594	0	1186.4	XP_001861845.1 phosphatidylinositol-3-phosphatase SAC1 [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1360_NODE_13118_length_912_cov_2.880980_2	XP_035890781.1	66	256	52	7	1	233	492	735	1223	1.7e-21	114.8	XP_035890781.1 serine-rich adhesin for platelets-like [Anopheles stephensi]	30069	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles stephensi||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Neocellia|Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Anophelinae|Cellia||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles stephensi	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1556_NODE_232_length_2833_cov_39.978042_1	XP_038115933.1	82.6	449	63	6	12	452	1	442	557	1.6e-171	614	XP_038115933.1 protein LSM14 homolog B [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1539_NODE_1_length_9238_cov_54.876511_1	QNS17456.1	65.7	2815	912	18	5	2802	1	2778	2779	0	3673.2	QNS17456.1 RNA-dependent RNA polymerase [Serbia picorna-like virus 1]	2771461	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|||Serbia picorna-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Picornavirales||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Serbia picorna-like virus 1	Orthornavirae	Riboviria	NA	NA
F1539_NODE_12_length_6813_cov_660.129032_1	QOI91450.1	71	2215	638	4	16	2226	3	2216	2217	0	3243.4	QOI91450.1 RdRp [Phasi Charoen-like phasivirus]	1980610	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Phenuiviridae|Phasivirus|Phasi Charoen-like phasivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	Orthornavirae	Riboviria	NA	NA
F1539_NODE_381_length_2723_cov_1.655172_1	XP_019545109.2	91.4	584	50	0	5	588	1	584	594	0	1124.4	XP_019545109.2 phosphatidylinositide phosphatase SAC1 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1005_NODE_1206_length_1916_cov_1.921010_2	KXJ82551.1	99.8	600	1	0	39	638	559	1158	1460	0	1081.2	KXJ82551.1 hypothetical protein RP20_CCG012964 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1005_NODE_1383_length_1823_cov_10.350679_2	XP_029721116.1	94.1	489	27	2	120	607	1263	1750	2659	4.3e-239	838.6	XP_029721116.1 LOW QUALITY PROTEIN: uncharacterized protein LOC109424682 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1278_NODE_75_length_4041_cov_2.302308_2	XP_039442866.1	58.7	840	276	2	1	839	412	1181	1181	1.3e-289	1006.9	XP_039442866.1 uncharacterized protein LOC120423224 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1118_NODE_841_length_2060_cov_2.212469_4	EDS30297.1	94.2	242	7	2	66	300	415	656	745	3.6e-82	316.6	EDS30297.1 hepatocyte growth factor-regulated tyrosine kinase substrate [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1118_NODE_2534_length_1334_cov_1.894449_3	XP_038116372.1	97.4	423	7	1	8	430	1	419	976	1.2e-140	511.1	XP_038116372.1 transcription factor Sp4 isoform X3 [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1194_NODE_83_length_4344_cov_522.683143_1	DAZ85684.1	83.5	620	90	3	28	635	1	620	620	3.8e-294	1021.5	DAZ85684.1 TPA_asm: hypothetical protein [Aedes binegev-like virus 2]	2899248	Viruses||||||Aedes binegev-like virus 2||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Aedes binegev-like virus 2	NA	Riboviria	NA	NA
F1194_NODE_83_length_4344_cov_522.683143_2	DAZ85685.1	97.8	489	11	0	99	587	1	489	489	7.8e-278	967.2	DAZ85685.1 TPA_asm: RNA-dependent RNA polymerase [Aedes binegev-like virus 2]	2899248	Viruses||||||Aedes binegev-like virus 2||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Aedes binegev-like virus 2	NA	Riboviria	NA	NA
