qseqid	tax_id	evalue	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2	orf_id	contig_id	possibly_cellular_contig	target	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	contig_set	orf_start	orf_end	orf_sense	orf_len	sseqid_be	pident_be	length_be	mismatch_be	gapopen_be	qstart_be	qend_be	sstart_be	send_be	slen_be	evalue_be	bitscore_be	stitle_be	tax_id_be	Collapsed_lineage_be	superkingdom_be	phylum_be	class_be	order_be	family_be	genus_be	species_be	kingdom_be	realm_be	clade1_be	clade2_be	rdrp_scan_vir_group	RdRP_scan_match_with_DMND	orf_id_original	qstart_be_nt	qend_be_nt
F1115_NODE_44_length_2481_cov_121.967436_1	11308	0	Viruses|Negarnaviricota|Insthoviricetes|Articulavirales|Orthomyxoviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1115_NODE_44_length_2481_cov_121.967436_1	F1115_NODE_44_length_2481_cov_121.967436	0	ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	8.2e-195	641.4	0	1e-194	641	0	1	1	0	0	1	1	1	1	N	2459	60	REVERSE	2399	QTW97780.1	99.9	799	1	0	2	800	1	799	799	0	1611.3	QTW97780.1 PB1 [Wuhan Mosquito Virus 6]	1608131	Viruses|Negarnaviricota|Insthoviricetes|Articulavirales|Orthomyxoviridae|Quaranjavirus|Wuhan Mosquito Virus 6||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Quaranjavirus|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	Orthornavirae	Riboviria	NA	NA	Insthoviricetes	BestHit	F1115_NODE_44_length_2481_cov_121.967436_1	NA	NA
F1611_NODE_1_length_8792_cov_16.197093_1	232799	0	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Iflaviridae|Iflavirus|||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	NA	Orthornavirae	Riboviria	NA	NA	F1611_NODE_1_length_8792_cov_16.197093_1	F1611_NODE_1_length_8792_cov_16.197093	0	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	2.1e-70	230.1	2.2	2.1e-70	230.1	2.2	3	3	0	0	3	3	3	1	G	21	8792	FORWARD	8771	UHR49801.1	31.4	2913	1672	76	169	2857	145	2956	2984	0	1238	UHR49801.1 MAG: polyprotein [Sanya iflavirus 2]	2905306	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Iflaviridae|Iflavirus|Sanya iflavirus 2||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Iflavirus||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Sanya iflavirus 2	Orthornavirae	Riboviria	NA	NA	Picornavirales	BestHit	F1611_NODE_1_length_8792_cov_16.197093_1	NA	NA
F1611_NODE_2_length_7571_cov_651.122672_1	10239	0	Viruses||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F1611_NODE_2_length_7571_cov_651.122672_1	F1611_NODE_2_length_7571_cov_651.122672	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	3.1e-58	190.4	37.5	3.1e-58	190.4	37.5	4	3	1	2	5	5	5	1	G	5	7348	FORWARD	7343	ANW72256.1	50.8	1329	639	8	47	1365	16	1339	1339	0	1324.3	ANW72256.1 putative glycoprotein, partial [Terena virus]	1795443	Viruses||||||Terena virus||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Terena virus	NA	NA	NA	NA	Ellioviricetes	no match	F1611_NODE_2_length_7571_cov_651.122672_1	NA	NA
F1611_NODE_5_length_4584_cov_2369.060057_1	2732541	3.4e-160	Viruses|Duplornaviricota|Resentoviricetes|Reovirales|||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	NA	Orthornavirae	Riboviria	NA	NA	F1611_NODE_5_length_4584_cov_2369.060057_1	F1611_NODE_5_length_4584_cov_2369.060057	0	ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	5.9e-62	202.3	17.3	5.9e-62	202.3	17.3	16	2	0	0	2	2	2	1	G	4557	127	REVERSE	4430	Q02119.1	29.2	1441	885	29	47	1442	34	1384	1444	3.4e-160	577.8	Q02119.1 RecName: Full=RNA-directed RNA polymerase P1; AltName: Full=Replicase [Rice dwarf virus (isolate Akita)]	10991	Viruses|Duplornaviricota|Resentoviricetes|Reovirales|Sedoreoviridae|Phytoreovirus|Rice dwarf virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Phytoreovirus	Rice dwarf virus	Orthornavirae	Riboviria	NA	NA	Reovirales	BestHit	F1611_NODE_5_length_4584_cov_2369.060057_1	NA	NA
F1611_NODE_54_length_2710_cov_128.028249_3	2559587	2.1e-85	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1611_NODE_54_length_2710_cov_128.028249_3	F1611_NODE_54_length_2710_cov_128.028249	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1.3e-71	234.5	1.6	1.6e-71	234.2	1.6	12	1	0	0	1	1	1	1	N	2710	50	REVERSE	2660	UHR49680.1	30.8	815	445	21	71	866	14	728	759	2.1e-85	328.6	UHR49680.1 MAG: RNA-dependent RNA polymerase [Sanya cydistomyia duplonotatay narnavirus 1]	2905328	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Sanya cydistomyia duplonotatay narnavirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Sanya cydistomyia duplonotatay narnavirus 1	Orthornavirae	Riboviria	NA	NA	Wolframvirales	BestHit	F1611_NODE_54_length_2710_cov_128.028249_3	NA	NA
F1611_NODE_77_length_2429_cov_31.769166_1	2560063	0	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1611_NODE_77_length_2429_cov_31.769166_1	F1611_NODE_77_length_2429_cov_31.769166	0	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2.3e-103	339.5	28.6	3e-103	339.1	28.6	1	1	0	0	1	1	1	1	G	19	2046	FORWARD	2027	QKI79894.1	90.2	654	64	0	23	676	1	654	654	0	1244.2	QKI79894.1 RNA-dependent RNA polymerase [Erysiphe necator associated ourmia-like virus 64]	2741844	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Ourmiavirus|Erysiphe necator associated ourmia-like virus 64||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Ourmiavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 64	Orthornavirae	Riboviria	NA	NA	Ourlivirales	BestHit	F1611_NODE_77_length_2429_cov_31.769166_1	NA	NA
F1611_NODE_152_length_2053_cov_3.285786_1	2871716	3.5e-146	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Magoulivirus|Aspergillus flavus magoulivirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Magoulivirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Magoulivirus	Aspergillus flavus magoulivirus 1	Orthornavirae	Riboviria	NA	NA	F1611_NODE_152_length_2053_cov_3.285786_1	F1611_NODE_152_length_2053_cov_3.285786	0	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	4.3e-129	424.6	9.6	5.2e-129	424.3	9.6	1	1	0	0	1	1	1	1	G	2052	586	REVERSE	1466	UAW09569.1	55.5	485	206	3	3	480	161	642	680	3.5e-146	529.6	UAW09569.1 MAG: RNA-dependent RNA polymerase [Aspergillus flavus magoulivirus 1]	2871716	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Magoulivirus|Aspergillus flavus magoulivirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Magoulivirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Magoulivirus	Aspergillus flavus magoulivirus 1	Orthornavirae	Riboviria	NA	NA	Ourlivirales	BestHit	F1611_NODE_152_length_2053_cov_3.285786_1	NA	NA
F1570_NODE_24_length_6279_cov_8.322622_2	39756	0	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1570_NODE_24_length_6279_cov_8.322622_2	F1570_NODE_24_length_6279_cov_8.322622	0	Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	7.7e-82	268	5	1.1e-81	267.5	5	12	1	0	0	1	1	1	1	N	2952	307	REVERSE	2645	BBQ05102.1	90.7	869	81	0	14	882	2	870	870	0	1623.2	BBQ05102.1 RNA-dependent RNA polymerase [Culex inatomii totivirus]	2686046	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Culex inatomii totivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Culex inatomii totivirus	Orthornavirae	Riboviria	NA	NA	Duplornaviricota	BestHit	F1570_NODE_24_length_6279_cov_8.322622_2	NA	NA
F1063_NODE_6_length_7436_cov_58.881317_3	2894007	0	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Palmetto toti-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Palmetto toti-like virus	Orthornavirae	Riboviria	NA	NA	F1063_NODE_6_length_7436_cov_58.881317_3	F1063_NODE_6_length_7436_cov_58.881317	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	2.3e-101	332.7	0.1	3e-101	332.3	0.1	11	1	0	0	1	1	1	1	G	3560	477	REVERSE	3083	UGO48654.1	93.5	1028	67	0	1	1028	6	1033	1033	0	1950.3	UGO48654.1 RNA dependent RNA polymerase, partial [Palmetto toti-like virus]	2894007	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Palmetto toti-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Palmetto toti-like virus	Orthornavirae	Riboviria	NA	NA	Ghabrivirales	BestHit	F1063_NODE_6_length_7436_cov_58.881317_3	NA	NA
F1083_NODE_4_length_6674_cov_338.451730_1	1980417	0	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Phasmaviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1083_NODE_4_length_6674_cov_338.451730_1	F1083_NODE_4_length_6674_cov_338.451730	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	1.5e-100	330.4	5.8	1.5e-100	330.4	5.8	35	4	0	0	4	4	4	1	G	6584	123	REVERSE	6461	QRW42030.1	99.8	2154	5	0	1	2154	1	2154	2154	0	4338.9	QRW42030.1 MAG: RNA-dependent RNA polymerase [Barstukas virus]	2800906	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Phasmaviridae|Orthophasmavirus|Orthophasmavirus bastukasense||Riboviria||||||||||||||||||||||||||||Orthornavirae||Barstukas virus|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	Orthophasmavirus	Orthophasmavirus bastukasense	Orthornavirae	Riboviria	NA	NA	Ellioviricetes	BestHit	F1083_NODE_4_length_6674_cov_338.451730_1	NA	NA
F1083_NODE_108_length_2488_cov_200.391286_1	2800948	0	Viruses||||||Usinis virus||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Usinis virus	NA	Riboviria	NA	NA	F1083_NODE_108_length_2488_cov_200.391286_1	F1083_NODE_108_length_2488_cov_200.391286	0	ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	1.5e-183	604.1	0	2e-183	603.7	0	1	1	0	0	1	1	1	1	N	2455	83	REVERSE	2372	QRW42655.1	99.6	787	3	0	5	791	1	787	787	0	1569.3	QRW42655.1 MAG: polymerase PB1 [Usinis virus]	2800948	Viruses||||||Usinis virus||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Usinis virus	NA	Riboviria	NA	NA	Insthoviricetes	no match	F1083_NODE_108_length_2488_cov_200.391286_1	NA	NA
F1353_NODE_7_length_2498_cov_283.717560_1	2741876	1.2e-229	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Ourmiavirus|Erysiphe necator associated ourmia-like virus 96||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Ourmiavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 96	Orthornavirae	Riboviria	NA	NA	F1353_NODE_7_length_2498_cov_283.717560_1	F1353_NODE_7_length_2498_cov_283.717560	0	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	3.4e-131	431.6	19.5	4.5e-131	431.2	19.5	1	1	0	0	1	1	1	1	G	27	2030	FORWARD	2003	QKI79926.1	65.3	634	212	5	16	645	11	640	661	1.2e-229	807.4	QKI79926.1 RNA-dependent RNA polymerase [Erysiphe necator associated ourmia-like virus 96]	2741876	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Ourmiavirus|Erysiphe necator associated ourmia-like virus 96||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Ourmiavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 96	Orthornavirae	Riboviria	NA	NA	Ourlivirales	BestHit	F1353_NODE_7_length_2498_cov_283.717560_1	NA	NA
F1356_NODE_1_length_12554_cov_1575.312665_4	1884455	0	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Xinmoviridae|Anphevirus|||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	Anphevirus	NA	Orthornavirae	Riboviria	NA	NA	F1356_NODE_1_length_12554_cov_1575.312665_4	F1356_NODE_1_length_12554_cov_1575.312665	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	5.7e-158	519.8	3.7	5.7e-158	519.8	3.7	15	2	0	0	2	2	2	1	G	6059	12199	FORWARD	6140	QTW97829.1	86.1	2023	282	0	24	2046	28	2050	2065	0	3635.9	QTW97829.1 RNA-dependent RNA polymerase [Anphevirus sp.]	2809151	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Xinmoviridae|Anphevirus|Anphevirus sp.||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Anphevirus|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	Anphevirus	Anphevirus sp.	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1356_NODE_1_length_12554_cov_1575.312665_4	NA	NA
F1409_NODE_1832_length_1127_cov_2.578358_1	2559587	2.8e-79	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1409_NODE_1832_length_1127_cov_2.578358_1	F1409_NODE_1832_length_1127_cov_2.578358	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	9.5e-67	218.2	0	1.2e-66	217.9	0	1	1	0	0	1	1	1	1	N	1127	3	REVERSE	1124	AJT39581.1	43.7	371	207	1	2	370	478	848	1038	2.8e-79	307	AJT39581.1 PArp-RdRp, partial [dsRNA virus environmental sample]	1075826	Viruses||||||dsRNA virus environmental sample||Riboviria|dsRNA viruses|||||||||||||||||||||||||||||environmental samples||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	dsRNA virus environmental sample	NA	Riboviria	dsRNA viruses	NA	Ghabrivirales	no match	F1409_NODE_1832_length_1127_cov_2.578358_1	NA	NA
F1028_NODE_2_length_10934_cov_8.183013_5	1923167	0	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Polycipiviridae|Chipolycivirus|Hubei chipolycivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||Hubei picorna-like virus 82||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Polycipiviridae	Chipolycivirus	Hubei chipolycivirus	Orthornavirae	Riboviria	NA	NA	F1028_NODE_2_length_10934_cov_8.183013_5	F1028_NODE_2_length_10934_cov_8.183013	0	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	8.1e-62	201.8	0.3	1.2e-61	201.2	0.3	11	1	0	0	1	1	1	1	N	6973	146	REVERSE	6827	YP_009330058.1	99.8	2257	4	0	20	2276	1	2257	2257	0	4474.5	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82]	1923167	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Polycipiviridae|Chipolycivirus|Hubei chipolycivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||Hubei picorna-like virus 82||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Polycipiviridae	Chipolycivirus	Hubei chipolycivirus	Orthornavirae	Riboviria	NA	NA	Picornavirales	BestHit	F1028_NODE_2_length_10934_cov_8.183013_5	NA	NA
F1614_NODE_75_length_3253_cov_5695.314572_2	2598990	2.6e-231	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae||Ochlerotatus-associated narna-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnaviridae||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Ochlerotatus-associated narna-like virus 1	Orthornavirae	Riboviria	NA	NA	F1614_NODE_75_length_3253_cov_5695.314572_2	F1614_NODE_75_length_3253_cov_5695.314572	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2.9e-85	279.6	0	4e-85	279.1	0	11	1	0	0	1	1	1	1	G	3	3221	FORWARD	3218	AGW51766.2	47.4	1094	441	26	14	1062	1	1005	1014	2.6e-231	813.5	AGW51766.2 putative RNA-dependent RNA polymerase-like protein [Ochlerotatus-associated narna-like virus 1]	2598990	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae||Ochlerotatus-associated narna-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnaviridae||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Ochlerotatus-associated narna-like virus 1	Orthornavirae	Riboviria	NA	NA	Wolframvirales	BestHit	F1614_NODE_75_length_3253_cov_5695.314572_2	NA	NA
F1086_NODE_860_length_1747_cov_313.222813_1	2759333	0	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||Verdadero virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Partitiviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Verdadero virus	Orthornavirae	Riboviria	NA	NA	F1086_NODE_860_length_1747_cov_313.222813_1	F1086_NODE_860_length_1747_cov_313.222813	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2.8e-89	292.9	0.8	3.3e-89	292.7	0.8	1	1	0	0	1	1	1	1	G	84	1715	FORWARD	1631	QMI58128.1	99.6	537	2	0	8	544	1	537	537	0	1105.9	QMI58128.1 RNA-dependent RNA polymerase [Verdadero virus]	2759333	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||Verdadero virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Partitiviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Verdadero virus	Orthornavirae	Riboviria	NA	NA	Durnavirales	BestHit	F1086_NODE_860_length_1747_cov_313.222813_1	NA	NA
F1087_NODE_248_length_2122_cov_11578.753266_1	2585030	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1087_NODE_248_length_2122_cov_11578.753266_1	F1087_NODE_248_length_2122_cov_11578.753266	0	Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	8.4e-53	172.1	5.8	1e-52	171.9	5.8	11	1	0	0	1	1	1	1	G	2120	237	REVERSE	1883	YP_009337789.1	98.6	555	8	0	74	628	1	555	555	0	1134	YP_009337789.1 RNA-dependent RNA polymerase [Hubei mosquito virus 3]	1922927	Viruses||||||Hubei mosquito virus 3||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei mosquito virus 3	NA	Riboviria	NA	NA	Lenarviricota	no match	F1087_NODE_248_length_2122_cov_11578.753266_1	NA	NA
F1341_NODE_1_length_10408_cov_43.617212_3	11270	0	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	6e-161	529.7	0	8.9e-161	529.1	0	11	1	0	0	1	1	1	1	G	6699	937	REVERSE	5762	QRW41859.1	48.2	1883	968	4	25	1902	5	1885	2136	0	1773.8	QRW41859.1 MAG: RNA-dependent RNA polymerase [Merida virus]	1803034	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae|Merhavirus|Merhavirus merida||Riboviria||||||||||||||||||||||||||||Orthornavirae||Merida virus|||||||||||||||||Alpharhabdovirinae||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1341_NODE_1_length_10408_cov_43.617212_3	NA	NA
F1422_NODE_7_length_6690_cov_40.209495_1	2689124	0	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|||Plasmopara viticola lesion associated mycobunyavirales-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Bunyavirales|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Plasmopara viticola lesion associated mycobunyavirales-like virus 1	Orthornavirae	Riboviria	NA	NA	F1422_NODE_7_length_6690_cov_40.209495_1	F1422_NODE_7_length_6690_cov_40.209495	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	1e-79	261.5	18.1	1.9e-79	260.6	18.1	13	1	0	0	1	1	1	1	G	6627	58	REVERSE	6569	QGY72638.1	53	2187	1006	5	20	2190	4	2184	2184	0	2349.7	QGY72638.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated mycobunyavirales-like virus 1]	2689124	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|||Plasmopara viticola lesion associated mycobunyavirales-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Bunyavirales|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Plasmopara viticola lesion associated mycobunyavirales-like virus 1	Orthornavirae	Riboviria	NA	NA	Ellioviricetes	BestHit	F1422_NODE_7_length_6690_cov_40.209495_1	NA	NA
F1422_NODE_183_length_1747_cov_7.848700_2	2918179	2.8e-208	Viruses||||||Penicillium vanoranjei associated RNA virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Penicillium vanoranjei associated RNA virus 1	NA	Riboviria	NA	NA	F1422_NODE_183_length_1747_cov_7.848700_2	F1422_NODE_183_length_1747_cov_7.848700	0	Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	1.7e-54	177.6	0	2.1e-54	177.3	0	1	1	0	0	1	1	1	1	N	1746	70	REVERSE	1676	BDF97667.1	82.2	443	78	1	118	559	1	443	443	2.8e-208	736.1	BDF97667.1 RNA-dependent RNA polymerase [Penicillium vanoranjei associated RNA virus 1]	2918179	Viruses||||||Penicillium vanoranjei associated RNA virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Penicillium vanoranjei associated RNA virus 1	NA	Riboviria	NA	NA	Kitrinoviricota	no match	F1422_NODE_183_length_1747_cov_7.848700_2	NA	NA
